#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Pseudomonas aeruginosa,AUS491,19537,SAMN07423980 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840495.1 ,6.34747,66.5,-,NSWX01,34,6058,5891,11/26/2018,11/29/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/495/GCF_003840495.1_ASM384049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/495/GCA_003840495.1_ASM384049v1
Pseudomonas aeruginosa,AUS430,19537,SAMN07423976 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840545.1 ,6.29244,66.5,-,NSXB01,33,5989,5841,11/26/2018,11/29/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/545/GCF_003840545.1_ASM384054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/545/GCA_003840545.1_ASM384054v1
Pseudomonas aeruginosa,AUS120,19537,SAMN07423965 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840555.1 ,6.25591,66.5,-,NSXM01,28,5933,5796,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/555/GCF_003840555.1_ASM384055v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/555/GCA_003840555.1_ASM384055v1
Pseudomonas aeruginosa,AUS106,19537,SAMN07423962 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840585.1 ,6.3512,66.5,-,NSXP01,27,6068,5820,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/585/GCF_003840585.1_ASM384058v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/585/GCA_003840585.1_ASM384058v1
Pseudomonas aeruginosa,AUS054,19537,SAMN07423954 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840605.1 ,6.28644,66.6,-,NSXX01,27,5966,5817,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/605/GCF_003840605.1_ASM384060v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/605/GCA_003840605.1_ASM384060v1
Pseudomonas aeruginosa,AUS506,19537,SAMN07423970 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840625.1 ,6.21312,66.6,-,NSXH01,34,5884,5740,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/625/GCF_003840625.1_ASM384062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/625/GCA_003840625.1_ASM384062v1
Pseudomonas aeruginosa,AUS111,19537,SAMN07423963 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840635.1 ,6.55655,66.2,-,NSXO01,44,6306,6123,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/635/GCF_003840635.1_ASM384063v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/635/GCA_003840635.1_ASM384063v1
Pseudomonas aeruginosa,AUS485,19537,SAMN07423978 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840655.1 ,6.22473,66.6,-,NSWZ01,43,5922,5713,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/655/GCF_003840655.1_ASM384065v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/655/GCA_003840655.1_ASM384065v1
Pseudomonas aeruginosa,AUS389,19537,SAMN07423948 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840685.1 ,6.45717,66.3,-,NSYD01,46,6218,6043,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/685/GCF_003840685.1_ASM384068v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/685/GCA_003840685.1_ASM384068v1
Pseudomonas aeruginosa,AUS238,19537,SAMN07423946 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840695.1 ,6.29653,66.5,-,NSYF01,47,5982,5832,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/695/GCF_003840695.1_ASM384069v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/695/GCA_003840695.1_ASM384069v1
Pseudomonas aeruginosa,AUS327,19537,SAMN07423943 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840705.1 ,6.29737,66.5,-,NSYI01,29,5994,5781,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/705/GCF_003840705.1_ASM384070v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/705/GCA_003840705.1_ASM384070v1
Pseudomonas aeruginosa,AUS306,19537,SAMN07423940 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840715.1 ,6.42583,66.4,-,NSYL01,38,6127,5981,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/715/GCF_003840715.1_ASM384071v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/715/GCA_003840715.1_ASM384071v1
Pseudomonas aeruginosa,AUS093,19537,SAMN07423959 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840755.1 ,6.24675,66.6,-,NSXS01,34,5914,5678,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/755/GCF_003840755.1_ASM384075v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/755/GCA_003840755.1_ASM384075v1
Pseudomonas aeruginosa,AUS301,19537,SAMN07423934 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840785.1 ,6.54239,66.3,-,NSYR01,56,6266,6094,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/785/GCF_003840785.1_ASM384078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/785/GCA_003840785.1_ASM384078v1
Pseudomonas aeruginosa,AUS517,19537,SAMN07423937 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840825.1 ,6.63981,66.1,-,NSYO01,50,6435,6233,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/825/GCF_003840825.1_ASM384082v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/825/GCA_003840825.1_ASM384082v1
Pseudomonas aeruginosa,AUS460,19537,SAMN07423935 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840835.1 ,6.5057,66.3,-,NSYQ01,43,6209,6049,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/835/GCF_003840835.1_ASM384083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/835/GCA_003840835.1_ASM384083v1
Pseudomonas aeruginosa,AUS343,19537,SAMN07423931 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840885.1 ,6.43381,66.4,-,NSYU01,38,6120,5980,11/26/2018,1/26/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/885/GCF_003840885.1_ASM384088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/885/GCA_003840885.1_ASM384088v1
Pseudomonas aeruginosa,AUS213,19537,SAMN07423920 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840895.1 ,6.33512,66.5,-,NSZF01,35,5981,5844,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/895/GCF_003840895.1_ASM384089v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/895/GCA_003840895.1_ASM384089v1
Pseudomonas aeruginosa,AUS518,19537,SAMN07423913 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840925.1 ,6.5872,66.3,-,NSZM01,44,6311,6134,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/925/GCF_003840925.1_ASM384092v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/925/GCA_003840925.1_ASM384092v1
Pseudomonas aeruginosa,AUS462,19537,SAMN07423928 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840945.1 ,6.85315,66,-,NSYX01,49,6612,6406,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/945/GCF_003840945.1_ASM384094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/945/GCA_003840945.1_ASM384094v1
Pseudomonas aeruginosa,AUS229,19537,SAMN07423924 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840965.1 ,6.2974,66.5,-,NSZB01,22,6010,5861,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/965/GCF_003840965.1_ASM384096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/965/GCA_003840965.1_ASM384096v1
Pseudomonas aeruginosa,AUS423,19537,SAMN07423927 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003840975.1 ,6.75296,66.2,-,NSYY01,51,6561,6360,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/840/975/GCF_003840975.1_ASM384097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/840/975/GCA_003840975.1_ASM384097v1
Pseudomonas aeruginosa,AT19,19537,SAMN07423904 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841005.1 ,6.63834,66.3,-,NSZV01,44,6385,6207,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/005/GCF_003841005.1_ASM384100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/005/GCA_003841005.1_ASM384100v1
Pseudomonas aeruginosa,AUS195,19537,SAMN07423914 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841015.1 ,6.44288,66.3,-,NSZL01,47,6163,5977,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/015/GCF_003841015.1_ASM384101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/015/GCA_003841015.1_ASM384101v1
Pseudomonas aeruginosa,Mi162,19537,SAMN07423894 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841045.1 ,7.12591,65.8,-,NTAF01,61,6966,6663,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/045/GCF_003841045.1_ASM384104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/045/GCA_003841045.1_ASM384104v1
Pseudomonas aeruginosa,AUS127,19537,SAMN07423909 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841085.1 ,6.37962,66.5,-,NSZQ01,47,6077,5899,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/085/GCF_003841085.1_ASM384108v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/085/GCA_003841085.1_ASM384108v1
Pseudomonas aeruginosa,PA-W30,19537,SAMN07423887 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841095.1 ,6.81217,66.3,-,NTAM01,31,6569,6395,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/095/GCF_003841095.1_ASM384109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/095/GCA_003841095.1_ASM384109v1
Pseudomonas aeruginosa,AT7,19537,SAMN07423903 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841125.1 ,6.65238,66.3,-,NSZW01,45,6361,6144,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/125/GCF_003841125.1_ASM384112v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/125/GCA_003841125.1_ASM384112v1
Pseudomonas aeruginosa,PA-W47,19537,SAMN07423891 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841145.1 ,6.82083,66.1,-,NTAI01,72,6624,6372,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/145/GCF_003841145.1_ASM384114v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/145/GCA_003841145.1_ASM384114v1
Pseudomonas aeruginosa,PA-W41,19537,SAMN07423890 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841165.1 ,6.70143,66.3,-,NTAJ01,58,6437,6246,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/165/GCF_003841165.1_ASM384116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/165/GCA_003841165.1_ASM384116v1
Pseudomonas aeruginosa,PA-W19,19537,SAMN07423881 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841185.1 ,6.45005,66.4,-,NTAS01,32,6120,5965,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/185/GCF_003841185.1_ASM384118v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/185/GCA_003841185.1_ASM384118v1
Pseudomonas aeruginosa,PA-W13,19537,SAMN07423877 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841205.1 ,6.34474,66.5,-,NTAW01,28,6031,5882,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/205/GCF_003841205.1_ASM384120v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/205/GCA_003841205.1_ASM384120v1
Pseudomonas aeruginosa,PA-W12,19537,SAMN07423876 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841235.1 ,6.68169,66.2,-,NTAX01,38,6443,6260,11/26/2018,12/3/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/235/GCF_003841235.1_ASM384123v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/235/GCA_003841235.1_ASM384123v1
Pseudomonas aeruginosa,PA-W7,19537,SAMN07423872 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841305.1 ,7.24217,65.6,-,NTBB01,68,7141,6891,11/26/2018,1/26/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/305/GCF_003841305.1_ASM384130v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/305/GCA_003841305.1_ASM384130v1
Pseudomonas aeruginosa,PA-W48,19537,SAMN07423892 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841515.1 ,6.99785,65.8,-,NTAH01,81,6793,6522,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/515/GCF_003841515.1_ASM384151v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/515/GCA_003841515.1_ASM384151v1
Pseudomonas aeruginosa,PA-W34,19537,SAMN07423888 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841525.1 ,6.58507,66.3,-,NTAL01,51,6370,6142,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/525/GCF_003841525.1_ASM384152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/525/GCA_003841525.1_ASM384152v1
Pseudomonas aeruginosa,PA-W25,19537,SAMN07423884 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841565.1 ,6.79107,66.2,-,NTAP01,47,6569,6363,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/565/GCF_003841565.1_ASM384156v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/565/GCA_003841565.1_ASM384156v1
Pseudomonas aeruginosa,PA-W35,19537,SAMN07423889 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841575.1 ,6.4359,66.3,-,NTAK01,28,6163,6007,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/575/GCF_003841575.1_ASM384157v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/575/GCA_003841575.1_ASM384157v1
Pseudomonas aeruginosa,PA-W27,19537,SAMN07423886 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841605.1 ,6.73702,66.1,-,NTAN01,38,6501,6324,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/605/GCF_003841605.1_ASM384160v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/605/GCA_003841605.1_ASM384160v1
Pseudomonas aeruginosa,PA-W26,19537,SAMN07423885 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841615.1 ,6.73739,66.1,-,NTAO01,34,6503,6323,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/615/GCF_003841615.1_ASM384161v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/615/GCA_003841615.1_ASM384161v1
Pseudomonas aeruginosa,PA-W17,19537,SAMN07423879 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841635.1 ,6.74158,66.2,-,NTAU01,49,6474,6241,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/635/GCF_003841635.1_ASM384163v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/635/GCA_003841635.1_ASM384163v1
Pseudomonas aeruginosa,PA-W18,19537,SAMN07423880 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841645.1 ,6.92072,65.9,-,NTAT01,54,6774,6560,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/645/GCF_003841645.1_ASM384164v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/645/GCA_003841645.1_ASM384164v1
Pseudomonas aeruginosa,PA-W20,19537,SAMN07423882 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841705.1 ,6.70362,66.2,-,NTAR01,45,6444,6233,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/705/GCF_003841705.1_ASM384170v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/705/GCA_003841705.1_ASM384170v1
Pseudomonas aeruginosa,PA-W15,19537,SAMN07423878 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841715.1 ,6.4525,66.4,-,NTAV01,31,6182,6021,11/26/2018,1/26/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/715/GCF_003841715.1_ASM384171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/715/GCA_003841715.1_ASM384171v1
Pseudomonas aeruginosa,PA-W11,19537,SAMN07423875 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841745.1 ,6.42564,66.3,-,NTAY01,38,6200,6019,11/26/2018,12/3/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/745/GCF_003841745.1_ASM384174v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/745/GCA_003841745.1_ASM384174v1
Pseudomonas aeruginosa,PA-W8,19537,SAMN07423873 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841755.1 ,6.38819,66.5,-,NTBA01,23,6063,5916,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/755/GCF_003841755.1_ASM384175v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/755/GCA_003841755.1_ASM384175v1
Pseudomonas aeruginosa,PA-W6,19537,SAMN07423871 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841775.1 ,6.43373,66.4,-,NTBC01,32,6188,6040,11/26/2018,11/30/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/775/GCF_003841775.1_ASM384177v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/775/GCA_003841775.1_ASM384177v1
Pseudomonas aeruginosa,PA-W2,19537,SAMN07423870 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003841815.1 ,6.50208,66.3,-,NTBD01,35,6228,6059,11/26/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/815/GCF_003841815.1_ASM384181v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/841/815/GCA_003841815.1_ASM384181v1
Pseudomonas aeruginosa,U0288B,19537,SAMN07424105 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003858115.1 ,6.3918,66.4,-,NSSC01,35,6098,5889,12/3/2018,12/5/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/858/115/GCF_003858115.1_ASM385811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/858/115/GCA_003858115.1_ASM385811v1
Pseudomonas aeruginosa,U0284,19537,SAMN07424104 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003858125.1 ,6.20709,66.6,-,NSSD01,23,5916,5752,12/3/2018,12/5/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/858/125/GCF_003858125.1_ASM385812v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/858/125/GCA_003858125.1_ASM385812v1
Pseudomonas aeruginosa,S1983,19537,SAMN07424101 ,PRJNA325248,Proteobacteria,Gammaproteobacteria,GCA_003858155.1 ,6.36583,66.5,-,NSSG01,49,6084,5771,12/3/2018,1/23/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/858/155/GCF_003858155.1_ASM385815v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/858/155/GCA_003858155.1_ASM385815v1
Pseudomonas aeruginosa,1713,19537,SAMN10484683 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863425.1 ,6.76065,66.2,-,RRBY01,164,6570,6271,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/425/GCF_003863425.1_ASM386342v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/425/GCA_003863425.1_ASM386342v1
Pseudomonas aeruginosa,1689,19537,SAMN10484682 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863445.1 ,5.82085,66.5,-,RRBX01,95,5570,5353,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/445/GCF_003863445.1_ASM386344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/445/GCA_003863445.1_ASM386344v1
Pseudomonas aeruginosa,1671,19537,SAMN10484681 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863465.1 ,6.66236,63.1,-,RRBW01,1398,6323,5943,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/465/GCF_003863465.1_ASM386346v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/465/GCA_003863465.1_ASM386346v1
Pseudomonas aeruginosa,1663,19537,SAMN10484679 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863485.1 ,6.35455,66.4,-,RRBU01,148,6102,5855,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/485/GCF_003863485.1_ASM386348v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/485/GCA_003863485.1_ASM386348v1
Pseudomonas aeruginosa,1658,19537,SAMN10484678 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863495.1 ,6.43175,66.4,-,RRBT01,81,6182,5979,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/495/GCF_003863495.1_ASM386349v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/495/GCA_003863495.1_ASM386349v1
Pseudomonas aeruginosa,1653,19537,SAMN10484676 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863515.1 ,6.08544,66.5,-,RRBR01,93,5830,5608,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/515/GCF_003863515.1_ASM386351v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/515/GCA_003863515.1_ASM386351v1
Pseudomonas aeruginosa,1638,19537,SAMN10484674 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863555.1 ,6.20052,66.6,-,RRBP01,60,5918,5722,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/555/GCF_003863555.1_ASM386355v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/555/GCA_003863555.1_ASM386355v1
Pseudomonas aeruginosa,1622,19537,SAMN10484672 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863575.1 ,6.28548,66.5,-,RRBN01,51,5971,5706,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/575/GCF_003863575.1_ASM386357v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/575/GCA_003863575.1_ASM386357v1
Pseudomonas aeruginosa,1618,19537,SAMN10484670 ,PRJNA507097,Proteobacteria,Gammaproteobacteria,GCA_003863585.1 ,6.88813,65.8,-,RRBL01,142,6670,6423,12/4/2018,12/8/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/585/GCF_003863585.1_ASM386358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/863/585/GCA_003863585.1_ASM386358v1
